S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
820,15/04/2020,Arunachal Pradesh,1,1,0,0
821,16/04/2020,Arunachal Pradesh,1,1,0,0
822,17/04/2020,Arunachal Pradesh,1,1,0,0
823,18/04/2020,Arunachal Pradesh,1,1,0,0
824,19/04/2020,Arunachal Pradesh,1,1,0,0
825,20/04/2020,Arunachal Pradesh,1,1,0,0
826,21/04/2020,Arunachal Pradesh,1,1,0,0
827,22/04/2020,Arunachal Pradesh,1,0,1,0
828,23/04/2020,Arunachal Pradesh,1,0,1,0
829,24/04/2020,Arunachal Pradesh,1,0,1,0
830,25/04/2020,Arunachal Pradesh,1,0,1,0
831,26/04/2020,Arunachal Pradesh,1,0,1,0
832,27/04/2020,Arunachal Pradesh,1,0,1,0
833,28/04/2020,Arunachal Pradesh,1,0,1,0
834,29/04/2020,Arunachal Pradesh,1,0,1,0
835,30/04/2020,Arunachal Pradesh,1,0,1,0
836,01/05/2020,Arunachal Pradesh,1,0,1,0
837,02/05/2020,Arunachal Pradesh,1,0,1,0
838,03/05/2020,Arunachal Pradesh,1,0,1,0
839,04/05/2020,Arunachal Pradesh,1,0,1,0
840,05/05/2020,Arunachal Pradesh,1,0,1,0
841,06/05/2020,Arunachal Pradesh,1,0,1,0
842,07/05/2020,Arunachal Pradesh,1,0,1,0
843,08/05/2020,Arunachal Pradesh,1,0,1,0
844,09/05/2020,Arunachal Pradesh,1,0,1,0
845,10/05/2020,Arunachal Pradesh,1,0,1,0
846,11/05/2020,Arunachal Pradesh,1,0,1,0
847,12/05/2020,Arunachal Pradesh,1,0,1,0
848,13/05/2020,Arunachal Pradesh,1,0,1,0
849,14/05/2020,Arunachal Pradesh,1,0,1,0
850,15/05/2020,Arunachal Pradesh,1,0,1,0
851,16/05/2020,Arunachal Pradesh,1,0,1,0
852,17/05/2020,Arunachal Pradesh,1,0,1,0
853,18/05/2020,Arunachal Pradesh,1,0,1,0
854,19/05/2020,Arunachal Pradesh,1,0,1,0
855,20/05/2020,Arunachal Pradesh,1,0,1,0
856,21/05/2020,Arunachal Pradesh,1,0,1,0
857,22/05/2020,Arunachal Pradesh,1,0,1,0
858,23/05/2020,Arunachal Pradesh,1,0,1,0
859,24/05/2020,Arunachal Pradesh,1,0,1,0
860,25/05/2020,Arunachal Pradesh,1,0,1,0
861,26/05/2020,Arunachal Pradesh,2,1,1,0
862,27/05/2020,Arunachal Pradesh,2,1,1,0
863,28/05/2020,Arunachal Pradesh,2,1,1,0
864,29/05/2020,Arunachal Pradesh,3,2,1,0
865,30/05/2020,Arunachal Pradesh,3,2,1,0
866,31/05/2020,Arunachal Pradesh,4,3,1,0
867,01/06/2020,Arunachal Pradesh,4,3,1,0
868,02/06/2020,Arunachal Pradesh,22,21,1,0
869,03/06/2020,Arunachal Pradesh,22,21,1,0
870,04/06/2020,Arunachal Pradesh,38,37,1,0
871,05/06/2020,Arunachal Pradesh,42,41,1,0
872,06/06/2020,Arunachal Pradesh,45,44,1,0
873,07/06/2020,Arunachal Pradesh,47,46,1,0
